tweet,bullying
@SueKennedy19 @squishilicious Deconstructed vomit? ,0
"RT @muffintopmon: New Idea headline: "" shock! What are they hiding?"".

Pretty sure they're hiding any ability to actually cook.",0
"I feel like if I were on  and had botched the first two courses, I'd just serve Jell-O shots for dessert.",0
Dumb dumb dumb dumb  2015,0
Deconstructed lemon tart. Basically a pile of crap on a plate  http://t.co/7sYHPCwa8f,0
Really? ,0
"Deconstructed anything just sounds lazy.

Here, try my deconstructed muesli bar!

*hands you a bag of trail mix*

 ",0
What's going on with old mate's hat? ,0
Let's hope they bring it home with the dessert!! Go girls!! ,0
@isoutahere Are Coles marketing Paleo sugar yet? ,0
RT @EloisePeace: remove the fucking hat at the table ,0
@mm_ssssshh I adore lemon curd/butter and make it regularly and I winced as I watched. ,0
RT @mykitchenrules: Which team do you think will be eliminated tonight?  http://t.co/sOv27ZCljk,0
What part of cooking show screams tinned food? ,0
"RT @mshellsj: Deconstructed, because you can't be bothered putting it together ",0
Come on girls U can win ,0
Those sausages nikki and katie made look like they jumped up onto the bench and laid a turd in their bowls :/   2015,0
RT @nickfalkner: I dededeconstructed my tart so I just jammed a lemon in Colin's mouth. ,0
"Can we stop deconstructing desserts please? Let's start a campaign, let's get some names on a clipboard, let's start a march ",0
RT @tatibresolin: Oh if only Colin washed his hair! ,0
"@bookshopaddict runny is fine, after all it is deconstructed. ",0
"New Idea headline: "" shock! What are they hiding?"".

Pretty sure they're hiding any ability to actually cook.",0
I knew Nikki reminded me of someone.  http://t.co/yWjMAyphJm,0
"This is what I'd make.... My famous lemon meringue pie  no deconstruction needed, it's awesome as it is. http://t.co/7cfzUMvEzE",0
"Oh look, new idea and  in a synergistic, cross promotional marketing paradigm thingy... What about a  paleo range?",0
"@zozorixon we've got 2016 wrapped up. ""Robaboon and Zozo: Strangers that have never met."" ",0
"RT @MrTimothyKaye: Drasko/drongo
",0
RT @GBO26: Ash would eat these two alive ,0
They didn't roast their own capsicum. Disappointed ,0
You gotta love how the  contestants just repeat the critiques of the judges #cmon #beoriginal #noonelikesaparrot,0
Can't wait to see the #MeatGirls walking at London Fashion Week. ,0
So this seems to Suggest Steve has had a fling with Nikki http://t.co/Zq9r0pX6ON &amp,0
"RT @benkearns3: Ohhhhh it's hit the fan, trouble she come!  ",0
Is that steve on the Anzac ad?  2015,0
RT @LisaMRomano: @mwhitey1 I'm as sassy as a sausage in a butcher's shop ,0
Selling it as 'deconstructed' is an excuse for not being able to prepare the actual dish! ,0
"RT @bookshopaddict: Miss 9 has just asked, ""Why didn't they do the sorbet first to ensure that it's frozen in time?"".  ",0
The meal sounds fab ,0
Drasko &amp,0
 It's looking like Lynn and Tony will be safe.,0
RT @PaulHaydon: That spatchcock juice that they put in the couscous looked like the gelatinous jelly that comes in a spam can. Gross! ,0
"RT @finicalgal: ""I get emotional because it makes for good ratings.""
",0
@MrTimothyKaye Potato/potato head ,0
"I like these girls, ""we're totes pretty so let's get the men thinking with their spatchcocks, but how... Oh!"" ",0
@EloisePeace I am seriously doubting that they have spent more than a few hours in a kitchen in their whole lives ,0
The girls need to learn how to churn ,0
"RT @BerryPayneful:Lmao Katie and Nikki strutting on Coles  
 RT:@.vid.http://t.co/EYNCRsiEdD",0
Nikki Katie from  annoy me. Hope this pops up on the screen,0
"@SeaEph ooohhh the dessert, thought you were talking about Nikki &amp; Katie for a minute
",0
"RT @KateFoxy:I really hope Katie and Nikki butcher this menu. 
 RT:@.vid.http://t.co/VDl5vWXKrj",0
RT @UnderYourPorch: Deconstructing things needs to end ,0
"Oh no! No churner,  good luck to the girls,  they are gonna need it ",0
RT @conversetroye: My mamma once told me that having your hat on at a table is rude ,0
" 2015 girls, the ice cream churner isn't broken. You just got the middle bit turned upside down.",0
RT @The_Eccles: The foods is so bland Steve thinks he's back in England ,0
" hey voice over man, your so over the top now, seriously, you're taking the piss eh?",0
Which team do you think will be eliminated tonight?  http://t.co/sOv27ZCljk,0
You have the paddle upside down in the ice cream machine! ,0
"Nooooo  I missed the critique on the entree, missed main now we're onto dessert ",0
RT @SuzanneCarbone: Spatchcock-infused couscous in the microwave &amp,0
"""Oh that was a typo guys. For dessert you get SorbeNt. You'll need it after the spatchcock"" ",0
RT @eastofjanuary: Does Drasko really think they cooked half birds? And he wants to be a chef? ,0
"These two might not be able to use the churning machine, but they sure churn my stomach. ",0
" can someone tell rob to take his hat off at the table, it is soo rude!",0
Who's gay?!?!  #newidea,0
"Ohhhhh it's hit the fan, trouble she come!  ",0
I wish everyone knew how much of a non gentleman that slick English guy from  is. Also hate myself for watching this.,0
RT @GrumpyPigeon:  who's the dude wearing a hat to the table.. Grandma would give him a good hit for being so rude!,0
"crumble, curd and cream is a deconstructed lemon tart,  isn't it ",0
RT @ZoutLiquorice: For dessert we're making deconstructed lemon tart. Because we do not know how to construct.....stuff ,0
"Miss 9 has just asked, ""Why didn't they do the sorbet first to ensure that it's frozen in time?"".  ",0
@The_Eccles this is even better than the can opener ,0
"Deconstructed lemon tart, because we're too bloody lazy and incompetent to do it properly? ",0
Did they try turning it off and back on again? ,0
"RT @peter__kay:RT @AshleyBellamy_: Katie and Nikki need to be deported from australia 
 RT:@.vid.http://t.co/XlUgnm0bsW",0
"I still refuse to believe that his real name is Drasko! 

",0
"I have been listening to  more than watching. Heard snatch cock and thought "" Yeh, they go together""",0
Oh if only Colin washed his hair! ,0
Mummy can we use the kitchen we have friends over  ,0
 she totally just got that juice out the bin didn't she !? Please tell me it wasn't only me who saw that!? #BinJuice,0
How's this for sassy? From #voguecafe @MacquarieCentre But if I hear that word again I'll throw a shoe at the tv  http://t.co/RJ56iwjy2x,0
No juice in curd unusual!  @mykitchenrules,0
omg how do you fuck up an ice cream machine. it's just not possible. ,0
Not surprised this instant restaurant looks like the playboy mansion. Class girls class. You have none. ,0
But sorbet is dairy free! #marscaponecheese ,0
They cant get a can opener working how they going to get the ice cream maker to work. ,0
It's upside down you idiot! ,0
pucker lips lol ,0
"RT @tassiedad:I'm sure the pot that it was cooked in was hot!  #killerblondes
 RT:@.vid.http://t.co/aBArMeZh86",0
That main looked like it was very bland ,0
Talk the talk but can't walk the walk ,0
Cut to Nikki breaking a yolk while separating eggs. ,0
This technical failure must make their stomachs churn. ,0
She's put the arm in the wrong way #idiot ,0
So never used the ice cream maker before  ,0
How can you refine something by deconstructing it?  ,0
Refining thru deconstruction. Right.  #killer blondes,0
Nikki's pouting is annoying me. I'm ready to wipe it off and kick her off the show! ,0
"RT @finicalgal: NOTE: In a spatchcock dish, the pomegranate being the ""star of the dish"" is not a GOOD thing.
",0
"Okay credit where it's due, well done girls.   comeback, maybe.",0
Katie &amp,0
'Deconstructed' aka a mess ,0
"Drasko/drongo
",0
How do you deconstruct a lemon tart? It's custard in a tart shell. ,0
"Deconstructed, because you can't be bothered putting it together ",0
"If you have to keep talking about how ""hot"" you are...NOT HOT. ",0
RT @DaleWoodward170: SASSY looks rubbish! I would not eat there ,0
Not sure if Colin or Snape...  2015 #shampooisyourfriend,0
Lets serve Colin Chev Up sausages. ,0
These girls on MKR are giving me the shits! ,0
I really really hope one of them falls down the stairs #killerblondes ,0
@mykitchenrules Oh the sass 2015  #katieandnikki #thepromogirls #somuchsass http://t.co/kmRyabcIRo,0
 Nikki. You laughing sounds like a dying pig,0
How gross that the blondes kissed the table EVERYWHERE! hygiene anyone?  2015,0
SASSY looks rubbish! I would not eat there ,0
"""Follow   #ElieEliaWorld
ايلي ايليا
Twi
http://t.co/vNcGw6F8ef 
Insta
http://t.co/k6h3yiR71p … 
#غنى_قلبي 
",0
"Lemme guess, the blondies stay, South Africans go.. ",0
I hope this instant restaurant round is a good one. Getting a bit over them...  2015,0
 time. Have a feeling that the remote may go through the TV over the next hour with these two clowns.,0
"RT @leggoet: The quality of on-screen tweets on #qanda tonight is pretty equivalent to  So I'll go with ""That policy looks undercooked!""",0
"2016 returns in 2020 once the all the couples, intruders, gate crashers and second-chancers are eliminated @mykitchenrules  2015",0
Wow  I was so excited to finally get out of instant restaurant rounds and there's another one AGAIN?? So boring! Big stuff up,0
@FitToPrint @brisvegas1 @QandA but how could you hold 2 jobs &amp,0
 Channel 9 sticking it into Channel 7 over the contestant who plays tennis. Probably in cahoots with each other to lift ratings.,0
@missclarolyn and that's just the girls! ,0
"The quality of on-screen tweets on #qanda tonight is pretty equivalent to  So I'll go with ""That policy looks undercooked!""",0
@BecPobjie yes Vicky and Celine would be in for that ,0
"RT @PaulHaydon: You've got big hearts! Colin, I believe what you're meant to say was that they have enlarged, clogged hearts! ",0
They need at least a 48 to stay in the  competition. Can Katie &amp,0
Kinda sad Lynn and Tony left ,0
Will @Channel7 be offering us a pension... Seems that this season of 2015 is never going to finish.. ,0
Someone should just serve up some lines and a chocolate tube wafer for dessert ,0
Colin scoring for the ratings tonight. A 7 for a roasted bird that wasn't stuffed and couscous. Other teams must feel ripped off. ,0
"RT @drdisco_: That ""hotpot"" looks like all of the Bristol Stool Chart on one plate   http://t.co/a51bacKDrk",0
Just catching up on tonights . I am definitely going to be 87yrs old by the time this show ends.,0
"Don't think I'm watching a 4th round of  
""bad chefs"", was looking forward to next challenge ",0
 leaving lip prints all over the table.  Nice unsanitary way to start things....  Yuck. Why not spit on the plates too?,0
Really?  So  is going around again for another round? This series won't be ending until next year at this rate. Too much of a good thing,0
2016 The Winner is revealed on ,0
@SueKennedy19 does it end next year? ,0
The number of  #instantrestaurant rounds is actually getting ridiculous now. STOP! This TV show loves itself way too much!,0
@MaxPower_83 they're both as awful as each other! Those accents are clearly fake! ,0
RT @missclarolyn: Can't even make your own chicken stock... ,0
" contestant living 'indulgent lifestyle' while owing creditors over $200,000 http://t.co/THTBHwErz6",0
@lilbeastunleash who knew that was how to do it! ,0
"Such a rigged show, how the hell did Katie &amp; Nikki make it through? ",0
You confused me in a good way.. Really Colin? I'm not confused now I realise you're a bargain bin cookbook chef... ,0
 has been on for 9 months and we have only lost 3 teams.  #neverendingstory,0
Slurp....#Coffee  #MrBump #Relaxing #10ThousandStepsAgain #KillinIt https://t.co/gwoaRbVSUw,0
@LisaMRomano food handling alone they failed because of those saliva in kissy lippies! Yuck! ,0
Lets get these spatch cocks out ,0
Hey @Channel7 @mykitchenrules is dying a slow death.. Even @ImACelebrityAU looks a better alternative! ,0
Seriously! two couples who could actually cook are gone while two others clearly should not even be on the show reputations in ruins  ,0
"So it's good to see this season of MKR is now going to go for 17 months 

#redemptionround  #mykitchenrules 2015",0
@missclarolyn Bloody Colin! Maybe he should go to spec savers ,0
"I hope this round humbled the girls, they can't cook ",0
"BREAKING: @EwenJonesMP ELIMINATED FROM 

Wait....",0
Ok ... Enough instant restaurants already!,0
"@lilbeastunleash I know right, just shoot them all get it out of the way  #bored",0
Can someone deconstruct Drasko please? Perhaps another serve of Croatian sausage might gag him..  ,0
I wouldn't eat anything those girls cooked tonight. But mention spatchcock to Drasko and he's all smiles! ,0
Ok the way she handled that sorbet maker was gross!! ,0
At this rate will they ever make it to kitchen HQ? ,0
another INSTANT RESTAURANT ROUND WHY ,0
 is such a drag...my gosh,0
OMG how many instant restaurant rounds are we gonna have? It's not like anyone will score fairly. (as if Kat will do that. GRRR)  ,0
"Just what  needed, more instant restaurants!!",0
Another. Fricking. Instant. Restaurant. Round. ,0
Come on toowoomba girls ,0
oh great another fucking instant round.....,0
That's 4 rounds of instant restaurants... I'm done. You've screwed up ,0
"One woman protest - can not stand another round of instant restaurants, bye bye ",0
"Thought I saw it ... #ComeBackKitchen !?!?
 
#RedemptionRound",0
A 4th round of instant restaurants? I thought 3 was enough this year. Don't get me wrong i love this show but seriously? ,0
So many no names lined up I thought it was 'I'm a celebrity get me out of here 2'  ,0
@Channel7 how's Colin and these rounds working for you.. Pretty crap I'd say from the tweets.. #needarethinkinformat ,0
bring back the more interesting teams thank god ,0
Colin u r kidding - you are so lame - those comments were so made up ,0
"What a CROCK !! 
7 for dessert ? 
You're kidding ?  
Better be a good surprise !!",0
"I wish the  #KillerBlondes would stop saying ""sass""... @mykitchenrules http://t.co/wkNnlYZAAk",0
thanks  for once again letting the dramatic ones through - so boring!,0
"Who would have thought, gracious winners (not) ",0
 really wtf? Sass this is ment to be a cooking comp not a run way for you know what's! Whatever,0
Fucking rigged - r u kidding they didn't even make a mediocre meal - there was no sass - they just being kept for ratings - I'm over it ,0
Deconstructed a Lemon Curd or was it turd.... ,0
" is going to kill the golden goose with more instant restaurants. Same thing happened with Masterchef. Restrict supply, create demand.",0
Oh lord ,0
Why is #aussietv so white?  #theblock #ImACelebrityAU #today #sunrise #studio10 #Neighbours #WonderlandTen #etc,0
Apparently cooking skills have nothing to do with succeeding on  as opposed to the drama you can provide Channel 7 to boost ratings,0
Sassy but sweet? Ugh that the question @mykitchenrules ,0
If I hear the word SASS one more time!!!!! Im gunna blow! 2015 ,0
I wouldn't order anything on Katie and Nikki's menu in a restaurant!! ,0
RT @DanAndMaz: It looked like Colin (@FourinHand) just turned up to the prom without a date.  @mykitchenrules,0
I cannot believe Katie &amp,0
So I see channel 7 have found another way to drag  out for an extra few months this year,0
 whoa 4 that's low oh well! Lol,0
Okay seriously. How many instant restaurant rounds are we doing this year?? This is ridic ,0
RT @drdisco_: I love it when these judges compromise their values because the channel 7 script writers tell them to. No credibility. ,0
Argh another round of instant restaurants....over it!!!! ,0
RT @Mazlloree: Say sass one more time ,0
"@stillerhappy the season finale will be a ""Christmas special"" ",0
No consistency in the scoring. Woeful. ,0
They should have called their restaurant Crumbs'R'Us ! ,0
'My Kitchen Rules ' Recap: Eva And Debra Become The Highest Scoring Team In ... - @ibtimesnews AU http://t.co/aSeMriOX1N,0
  @ScreechDinero @AtlanticRecords @BadBoyRecords @CapitolRecords @ColumbiaRecords @ColumbiaUK @DefJamRecords http://t.co/gyDO3uv6jC,0
My Kitchen Rules  2015 episode 23 recap: Eva and Debra serve up a record ... - @SMH_news http://t.co/DKA5rXsxJk,0
Ugh Kat and Andre ,0
 view here http://t.co/4u2arPZeB7,0
RT @pwafork: Methinks the  producers won't be so happy about this bit of Pete Evans publicity ... http://t.co/QRB3hR3d3Y,0
RT @OliveWahh: This is fckd!! FCK YOU KAT AND ANDRE ,0
"Me my self and I 
#fat 
 
#thin http://t.co/Edyxcfk0Jm",0
4 maybe 5 weeks down and there is still 472 teams left. ,0
WTF is Manu saying. Can't understand him. ,0
PSYCHO EYES. You are a truly horrible person.  #mykitchenrules,0
Omfg Kat. I will cut you for being horrible. Do. Not.   #mykitchenrules,0
RT @MRNM38:  Poor Colin not looking his best http://t.co/zZNOrqUmM3,0
Kat is horrid. HORRID. DIAF.  #mykitchenrules,0
Pete and Manu like it. Stfu Kat. You are gross.  #mykitchenrules,0
Why do the ugly hearted and untalented people always thrive on . Kat and Andre should've gone home. Such bitter assholes #mykitchenrules,0
"Voting strategically on  is one of the lowest things you can do. You're sitting bottom of the redemption round, clearly not going to win",0
I'm so glad all the instant restaurants are done and Colin is back! Was getting bored ,0
"@mykitchenrules Well, I was under the illusion that this show was about cooking. Turns out its just about who can be the biggest bitch. ",0
"@australiacamper Yep, same. But it's also wrong of  to let them get away with it. 2015",0
"Don't wish ill #katandandre, Horrible behaviour, disappointed you are from WA!  #evaanddebra all the way ",0
I've seen vermin more lovable than Kat &amp,0
"RT @herbie_amy: At least we have one WA team we can be proud of! Go #EvaandDebra!  #SpiceGirls #GirlPower 
#KatandAndre just shhhh, sto…",0
Maybe if Kat and Andre spent as much time focusing on cooking rather than strategy they'd actually do well  ... ,0
Glad I can get back to my life now the fun part of  is over and the faux Masterchef part has started.,0
FFS last year WA had Chloe &amp,0
Kat your sour face is repulsive.  #mykitchenrules,0
Is  turning into #masterchef,0
What genius thought that letting teams score their competition was a good idea? Playing really dirty. ,0
She is such a bee eye tea see H!!!  #feistyfoodies,0
Colin's back ,0
"Kat and Andre are bad representatives of Perth. Non WA's, I promise most people in Perth are more like Eva &amp; Debra! ",0
Even if Kat &amp,0
Not really a fan of #katieandnikki but would've rather they stayed than #katandandre ,0
couldn't feel more different about the 2 WA teams. proud as punch of Eva &amp,0
Strategy is over now. Nowhere to hide #annieandlloyd #katandandre ,0
That is a fucking joke! ,0
What I have taken from  is that if all you served was a big bowl of crackling for every course you would be nailed on for victory!!,0
Can't believe how nasty #katandandre are! Embarrassed they're representing WA ,0
"OMG can't wait to see Kat and Andre royally stuff it up in the challenges, my fingers are already starting to twitch ",0
That main course actually looks delicious. I would eat everything but the pork cutlet. ,0
"It is called CRACKLING! Stop being pretentious &amp; calling it crackle. 
",0
Not scoring fairly is called cheating ,0
Bah! Not going to watch My Kitchen Rules anymore . Lost all credibility with how low everyone scored Katie and Nikki. Senseless viewing.,0
You can't cook..go home Kat and Andre.  Slimy cheating humans.  #embarrasmenttoWA ,0
Really hope Kat and Andre get out a 1 is ridiculous #GoHome #DontDeserveToBeThere ,0
That's fucking low.. You two are pathetic! ,0
Why don't you just give them a 0 and shut the fuck up ,0
If you have to score strategically low to stay in the comp means you can't cook  #feistyfoodies,0
"Jelly much, Kat? Andre is no catch.  ",0
Can Kat and Andre shut the fuck up like how selfish are you ,0
JFC Kat do you have NO morals???? Carnt 2015 ,0
Thanks Pete!! Totally don't feel bad about using my fingers to get my food on my spoon now ,0
Lloyd likes thing intensely meaty. No surprises there. ,0
Why is all the excess pastry around the sides of the pans? ,0
The rosti looks like one massive chip that has been in the fryer too long. It wont be good. ,0
Chicken livers. Do they have chianti? #hannibal 2015  http://t.co/bYp2nqMtO1,0
Flirting? Omg staaahhhp. Fug ,0
"Hahaha as if you can talk.. Sorry, what did you do in your first round? ",0
Those chicken livers look massive. Did they come from foghorn leghorn? ,0
I fucking hate Mkr ,0
 omg I want that foooooddddd &lt,0
I REALLY HOPE THESE GIRLS DO A GOOD DESERT!!! ,0
RT @mykitchenrules: Let's hope the goat is as happy as this.... #SAsweethearts  #HappyGoat http://t.co/8rEYDrkO0t,0
RT @mykitchenrules: Will  history be made TONIGHT? Coming up next! http://t.co/dfecPPL0d1,0
RT @mykitchenrules: When Manu tries to steal your pork crackling...  http://t.co/z9HxMQHj6J,0
RT @mykitchenrules: OMG! They have been double ding-donged! #SAsweethearts  http://t.co/p6WyYrrKQt,0
Must say I would be up for this main  #German,0
RT @mykitchenrules: Let's hope the goat was happy! #HappyGoat  http://t.co/GKcvjeZPwp,0
Soooo love that Emma made a comment and had a dig at Kats strategic behaviour bout bloody time ,0
"Katie and Nikki may have been too into themselves, but Kat and Andre are far too into crapping on everyone else ",0
Isn't sauerkraut meant to be fermented cabbage? ,0
"Hahaha go girl! Take that, Kat ",0
Omgosh I hate Kat and Andre from  @mykitchenrules :/,0
The girls tonight have talked it up they need to deliver they better get some pork on there fork ,0
I hope you're not ,0
"Kat is definitely an A GRADE BITCH, but channel 7 will be loving it, she's a ratings puller. Everyone loves to hate her ",0
Don't like liver  2015,0
So it's fair for kat and Andre to score the girls a 1 even though they deserved more? You kept most hard to watch couple in the comp ,0
RT @ineedtovent: I must say - sheri is gorgeous! Lovely person - I'd be happy to know her! ,0
Hope these girls do amazing with their main course!!!!! @patrick6152  2015,0
Use ketchup ,0
Just read Joel has left #ImACelebrityAU  :( and Kat and Andre are still in  ?!? Bad outcomes tonight on reality TV tonight. Boo.,0
"Going through the  tweets, rarely have I seen the C word used so often.",0
"Did anyone else see that the livers were called ""Mains"" via the onscreen graphics #Entree ",0
Go girls you got it go gueensland and stop being mean Kat and andre ,0
Oops typo I meant ONE big bowl of shit ,0
Banter ,0
My Kitchen Rules  2015 episode 22 recap: are Kat and Andre beyond redemption? - @SMH_news http://t.co/IaKwsqcqrO,0
"After a spur of the moment roast lamb for 7 its offical, i should apply for ",0
Good luck to the people on ,0
" Kat, you are a dick!",0
"Eww, chicken livers?! Yuck.. ",0
"None of this dish makes sense, it's bits and pieces of crap put together to make on big bowl of shit ",0
And here comes the kitchen HQ crew !!!! #fourinhand #fourinhandhotel #colinfassnidge https://t.co/dUlLfYUs76,0
 hope the girls do good tonight!!,0
Kat your behaviour is appalling and embarrassing soooo glad your not in my family tsk tsk ,0
 #qldbesties Sheri I give you a 10 as eating otgans doesnt scare you.I like you to try new things and I  take you to your happy place,0
"@mykitchenrules 
I'm not a fan of chicken liver.. #Entree :/
#KatieandNikki ",0
It's not sauerkraut lol!! ,0
The fact that everyone is hoping Katie and Nikki do well just shows how much Australia hates Kat and Andre ,0
Not going to continue watching  if it's going to be the Kat and Andre show #boring #frustrating,0
Literally cannot decide which team I like less. #katandandre vs #katieandnikki 2015 ,0
Say what you will about the #PromoGirls but their apple pie does sound kick-ass. ,0
I hope Kat and Andre are eliminated next  I'll make it happen,0
@GidgitVonLaRue You're not wrong! Can't wait for their comeuppance. ,0
 at least the blondes always scored fairly. They deserved to stay tonight to keep it a fair competition. Hope Kat&amp,0
 For all you pissed about Kat getting through - just think of the twitter fun we are going to have at her expense next round!,0
Kat and Andre playing the game to WIN! Sometimes it's SO UNFAIR!  #LittleBabyShopAu #LittleHoneyDe http://t.co/lym7c3epPh,0
"Bitterness is a dish best not served at all, Kat ",0
It's TIME... Redemption Round starts NOW WA! #KillerBlondes  http://t.co/ZmM7dfTSLj,0
Appalling behaviour by Kat and Andre. Hope the sour grapes sting on the way out  #kat,0
RT @H4mmerz: It's for toasting sandwiches not cooking potatoes for head chefs!!!! ,0
A 1? Are you fuckin serious?! Fair suck of the sav Kat &amp,0
It's Kat &amp,0
RT @GidgitVonLaRue:  What? The potato rosti done in the sandwich maker was a disaster???? Well blow me down with a feather!!,0
How and why did Kat and Andre make it through?! They're seriously awful. ,0
@adelaidemale: Kat = Cunt ,0
"Just caught up on  - I think it's safe to say Kat and Andre are the worst. I actually wanted the blondes to stay, &amp; they were no picnic!",0
I rufuse to watch  after seeing Kat go through to the next round. Forget the food... May the biggest bitch win! @mykitchenrules,0
"Forgot how many f&amp;$*in wankers are on 
Just when you think u get rid of two, twelve more walk in!
#playincatchup
#ketchupketzup
#mrburns",0
"RT @GBO26:  Kat &amp; Andre, recognise this? IT'S DIGNITY! You two have completely lost yours. http://t.co/rr1tzPGWVm",0
In the next round Kat will cook Andre just to get to the next round ,0
I didn't even like Katie and Nikki but oh my god kat and Andre need to leave right now. ,0
@Beauthesius Kat is showing her true colours ,0
RT @Itsjust55496420: Why? Why? Why? #fake #fuckmkr #rigged ,0
"""The best way to win 2015  is to cook well,"" said @manufeildel By far an excellent reprimand towards #Kat and #Andre",0
"Well that's MKR done for the year. Seriously, does anyone watch past the instant restaurant rounds? ",0
"Tough words, Pete, from someone whose Paleo Cook Book for babies was just pulled due to the possibility of under-nourished babies. ",0
cannot believe kat and andre are still there omfg don't even deserve to be there lol I can't stand them soz not soz ,0
RT @RealtyGC: . Honestly. How can any of them attempt to cook well without at least half a bottle of shiraz in them.,0
"I'm tempted to give them a ten given their chicken liver entree might help to kill babies.

http://t.co/DDzs3z33eu…

 #paleo",0
"""This round Manu and I will not be at every challenge. I'm fighting a negated cook book deal in court."" ",0
"As much as I was looking forward to the girls getting their comeuppance, I absolutely hate Kat &amp; Andre.. Bloody ridiculous scoring ",0
RT @greysfan: Kat and Andre have become the worst ever couple on  in my eyes.,0
"RT @lyndsayj: Kat and Andre are behaving in such a spiteful, vindictive manner. Who do they think they are -  contestants?",0
. Honestly. How can any of them attempt to cook well without at least half a bottle of shiraz in them.,0
So Kat and Andre from  just leave a bad taste in your mouth. Very poor losers that's for sure.,0
I think I'd rather slightly over cooked pork chop than dishwater fish soup  #FailedFoodies,0
@mykitchenrules Kat and Andre suck. Hope they get eliminated soon. ,0
"@FakeToniaTodman Kat is actually Neville Wrans daughter, she's found another use for those knives...                        2015",0
Kat &amp,0
#ThingsBetterThanKatAndAndre ....Kicking my toe is better than Kat and Andre.   ,0
#katandandre to not score meals on their merits but say it's only fair you stay in the comp is a joke. Karma will come soon #cheats ,0
"Wow 
What a low life cow Kat is  ",0
"Fuck Kat and Andre, what bloody cheats #unaustralian ",0
I HATE KAT AND FUCKING ANDRE... WHAT A PAIR OF MUTTY UNSPORTSMANLIKE DOGS @mykitchenrules  #evil #biggestbitch #moles #cheaters,0
RT @kevvaaa: Kat and Andre do not deserve to be in the competition #dogs ,0
"Absolutely bullshit that Kat &amp; Andre are going through. They are the most strategic, bitchy couple. ",0
I feel we're in for one hell of a ride on  thanks to the inclusion of Crazy-Kat. http://t.co/nYriPVKbJt,0
"Kat and Andre don't deserve to stay in the competition. It's about good cooking, not """"strategic"""" voting.  #outwiththecheats",0
NO KAT IS STILL IN THE COMPETITION GET OUT GET OUT ,0
"Bugger...NOT... Bye Bye Blondes...
",0
"I was hoping someone would say ""let's get Kat out, we'll score a 10"" ",0
Kat and Andre are scum. I am going to get such joy when you are eliminated.  #katandandre,0
"Oh god, all these people that I don't like that I'd forgotten about #goaway #10000teamsleft ",0
I hope in the next round Kat and Andre catch on fire!!!!  #kat&amp,0
@HarryCope3 @MMikhaela - some people don't deserve to be on !,0
"RT @_bobbidana: Never thought I'd say this but I hope the butcher girls make it through tonight.

Because kat annoys me!

",0
 Kat -_-,0
"RT @andrewfaith: It wasn't strategic voting Kat, it's just your food was truly awful. ",0
@shosking6 @MickFloyd Or hit her with the so called bread she made. That'd knock her out. ,0
Wow new low Kat and Andre ,0
"When a shows results are judged by bitchiness and not merit of the meal im not watching anymore, producers STOP the rot ",0
RT @fee_bee_63: A 1? You are real arseholes. ,0
Kat and Andre are making me mad. Wanna kick them in the face. Every waking minute. Andre is a fuckheads name. Kat- you are a feral mole ,0
"Devastated that Kat is still there, wasn't the biggest fan of the blondes but liked them much more than Kat ",0
Those 2 cheats that gave the girls a 1. Should be chucked off the show ,0
Not even the roaches &amp,0
RT @HarryCope3:  that's appauling. You give a 1 if they serve vegemite toast,0
"I don't know if I'm happy or not... On one hand I really don't like the promo girls. On the other... Well, we're all thinking it... ",0
Who else is looking forward to Kat and Andre's pending elimination ,0
"Umm that's actually so fucked! Kat and Andre suck hair balls they should of gone, they can't cook &amp; they are fucking bitches ",0
"RT @FakeToniaTodman: Considering Kat has no job, she probably has heaps of time to read all our awful tweets. ",0
"Congratulations Kat and Andre, you came second last ",0
"Kat is a disgusting failure Vampire. What a bloody shambles, what a winner. ",0
Wow. I really don't like those blondes but I'd like to see Kat go down slowly and painfully. ,0
Love all these people having a go at Kat like she is the only one ever to vote strategically in  history. Happens every year.,0
Kat and Andre are filthy bastards. ,0
Kat and Andre don't deserve it hope they destroy them in the group rounds ,0
"I wished Kat and Andre would have left. Damn it, I can't stand them. ",0
So disappointed. Strategic scoring sucks ,0
Kats a RAT ,0
"@stillerhappy so disappointed. I wasn't the biggest fan of the blondes, but liked them so much more than Kat ",0
"@mykitchenrules Well, Kat &amp; Andre, I'd tell you 2 go F*ck yourselves but I guess you already do! Can't wait 2 see #karma head your way! ",0
Cat needs to understand that she is a terrible cook and needs to strategically vote herself out of the competition ,0
She really looks like the Kat that swallowed the canary  #noneedtogloat,0
@AJBrady_Sports  ??,0
Oh god no... ,0
RT @GracieTheEscape: Kat &amp,0
RT @AdaChuu: Kat and Andre are so awful wtf is wrong with you two? ,0
RT @daybreaklover: Kat + Andre = RETARDS  ,0
Voting strategically is logical (if coldblooded). It's a fault in the show that people can turn to it. Drama sells.  #katandandre,0
". Kat, you snake. Even if you win and open your own restaurant. Who's going to go?",0
RT @FourinHand: Whole flathead ......#fourinhand #fourinhandhotel #colinfassnidge  https://t.co/3YjopSo3Vc,0
Kat you truly are a bitch and the lowest form of a human being. The only saving grace is that the other teams can cook ,0
Kat and Andre are absolute dickheads! ,0
Kat and Andre...drown yourself  2015,0
@mykitchenrules I think this year all the action is in the kitchen...not 'the block' ,0
"17? as much as i didn't like katie &amp; nikki in their first episode, i've begun to hate kat &amp; andre so much more over the last week ",0
